"ID_Site";"Code_Parcelle";"Programme";"Annee";"Protocole";"Code_Methode";"AB_tot";"BM_tot";"AB_EPI";"AB_EPA";"AB_ANS";"AB_END";"AB_GF_X";"BM_EPI";"BM_EPA";"BM_ANS";"BM_END";"BM_GF_X";"Div_Fonc";"AB_AD";"AB_JV";"AB_SA";"BM_AD";"BM_JV";"BM_SA";"AB_AD_EPI";"AB_AD_EPA";"AB_AD_ANS";"AB_AD_END";"Richesse";"Shannon";"Equitabilite";"AB_AAA";"AB_AB";"AB_ACCT";"AB_ACCX";"AB_ACU";"AB_AI";"AB_AM";"AB_ARR";"AB_AX";"AB_DM";"AB_DRR";"AB_DV";"AB_DX";"AB_EFX";"AB_LC";"AB_LRC";"AB_LT";"AB_LX_A";"AB_LX_E";"AB_MP";"AB_NCCT";"AB_NCM";"AB_NG";"AB_NLL";"AB_NN";"AB_NX_A";"AB_NX_N";"AB_OC";"AB_OX";"AB_X_E";"BM_AAA";"BM_AB";"BM_ACCT";"BM_ACCX";"BM_ACU";"BM_AI";"BM_AM";"BM_ARR";"BM_AX";"BM_DM";"BM_DRR";"BM_DV";"BM_DX";"BM_EFX";"BM_LC";"BM_LRC";"BM_LT";"BM_LX_A";"BM_LX_E";"BM_MP";"BM_NCCT";"BM_NCM";"BM_NG";"BM_NLL";"BM_NN";"BM_NX_A";"BM_NX_N";"BM_OC";"BM_OX";"BM_X_E";"Date_Prelevement";"Code_Postal";"Ville";"Departement";"Anc_Region";"Region";"Long";"Lat";"Categorie_Milieu_Niv1";"SousCategorie_Milieu_Niv2";"OS";"Ferti_";"w_sol_";"SableF";"SableG";"LimonF";"LimonG";"Argile";"Sables";"Limons";"Texture_GEPPA";"MO";"C_tot";"C_org";"C_org_ou_tot";"C.N";"N_tot";"N_org_ou_tot";"CaCO3_tot";"pH_eau";"pH_eau_ou_kcl";"Commentaire_META";"AB_ACPX";"AB_NCCR";"AB_X_N";"BM_ACPX";"BM_NCCR";"BM_X_N"
"TIDM_JEU_GC_426";"TIDM_JEU_GC_426";"Pro’Dij";"2022";"TB";"TB";181,25;39,5375;0;0;43,75;137,5;0;0;0;24,6625;14,875;0;3;12,5;87,5;81,25;1,38854166666667;23,5255208333333;14,6234375;0;0;0;12,5;2;0;NA;0;0;0;131,25;0;0;6,25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43,75;0;0;0;0;0;0;0;0;0;14,2567708333333;0;0;0,618229166666667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24,6625;0;0;0;0;0;0;"24/03/2022";"21320";"Civry-en-Montagne";"21";"Bourgogne";"Bourgogne-Franche-Comté";4,59559355139844;47,2835118726675;"2_Agricole";"21_Agricole ouvert";"OS_214";"oui";"oui";53;191;273;119;364;244;392;NA;50,7;70,7220506668091;29,3220506668091;29,3220506668091;9,58;3,05928379297256;3,05928379297256;345;8,06;8,06;"Limons, argiles, sables, C, N et MO en g/kg";0;0;0;0;0;0
"TIDM_JEU_GC_427";"TIDM_JEU_GC_427";"Pro’Dij";"2022";"TB";"TB";87,5;26,31875;0;0;31,25;56,25;0;0;0;20,93125;5,3875;0;2;25;50;12,5;14,1175;10,929375;1,271875;0;0;12,5;12,5;1,75;0;NA;0;0;0;56,25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31,25;0;0;0;0;0;0;0;0;0;5,3875;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20,93125;0;0;0;0;0;0;"24/03/2022";"21320";"Civry-en-Montagne";"21";"Bourgogne";"Bourgogne-Franche-Comté";4,59703552838297;47,2816975385369;"2_Agricole";"21_Agricole ouvert";"OS_214";"oui";"oui";30;39;373;149;409;69;522;NA;39;25,9190344810486;22,5590344810486;22,5590344810486;10,1;2,24040120840073;2,24040120840073;28;7,88;7,88;"Limons, argiles, sables, C, N et MO en g/kg";0;0;0;0;0;0
"TIDM_JEU_GC_428";"TIDM_JEU_GC_428";"Pro’Dij";"2022";"TB";"TB";431,25;53,1;0;0;125;306,25;0;0;0;34,99375;18,10625;0;6;18,75;337,5;75;1,11443452380952;46,2010416666667;5,7845238095238;0;0;0;18,75;2,25;0,99;0,99;0;0;0;300;0;0;6,25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;125;0;0;0;0;0;0;0;17,7352678571429;0;0;0,370982142857142;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34,99375;0;0;0;0;"24/03/2022";"21320";"Civry-en-Montagne";"21";"Bourgogne";"Bourgogne-Franche-Comté";4,59410433333651;47,2802626657633;"2_Agricole";"21_Agricole ouvert";"OS_214";NA;NA;35;18;289;147;511;53;436;NA;39,6;23,1574368476868;22,9174368476868;22,9174368476868;9,91;2,31185033917427;2,31185033917427;2;6,93;6,93;"Limons, argiles, sables, C, N et MO en g/kg";0;0;0;0;0;0
"TIDM_JEU_GC_429";"TIDM_JEU_GC_429";"Pro’Dij";"2022";"TB";"TB";262,5;50,725;0;0;37,5;225;0;0;0;27,69375;23,03125;0;6;43,75;131,25;87,5;14,6215690559441;15,8729458041958;20,2304851398601;0;0;6,25;37,5;2;0,59;0,59;0;0;0;212,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37,5;0;0;0;0;0;0;0;0;0;21,2139423076923;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27,69375;0;0;0;0;0;0;"21/03/2022";"21320";"Créancey";"21";"Bourgogne";"Bourgogne-Franche-Comté";4,5874554998176;47,2751021547316;"2_Agricole";"21_Agricole ouvert";"OS_214";"oui";"oui";51;16;351;166;416;67;517;NA;35,5;20,6218433380127;20,5018433380127;20,5018433380127;10;2,04034596681595;2,04034596681595;1;7,15;7,15;"Limons, argiles, sables, C, N et MO en g/kg";12,5;0;0;1,81730769230769;0;0
"TIDM_JEU_GC_430";"TIDM_JEU_GC_430";"Pro’Dij";"2022";"TB";"TB";225;26,45625;0;0;12,5;212,5;0;0;0;6,0375;20,41875;0;2;68,75;131,25;25;7,1748798076923;16,0332303113553;3,24813988095238;0;0;0;68,75;1,5;0;NA;0;0;0;212,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12,5;0;0;0;0;0;0;0;0;0;20,41875;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6,0375;0;0;0;0;0;0;"24/03/2022";"21320";"Civry-en-Montagne";"21";"Bourgogne";"Bourgogne-Franche-Comté";4,60112686184349;47,285484287162;"2_Agricole";"21_Agricole ouvert";"OS_214";"oui";"oui";35;48;393;125;399;83;518;NA;50,3;33,7611794471741;29,0811794471741;29,0811794471741;9,53;3,05311441421509;3,05311441421509;39;7,94;7,94;"Limons, argiles, sables, C, N et MO en g/kg";0;0;0;0;0;0
"TIDM_JEU_GC_431";"TIDM_JEU_GC_431";"Pro’Dij";"2022";"TB";"TB";187,5;64,25625;0;0;56,25;131,25;0;0;0;51,96875;12,2875;0;6;50;112,5;25;38,9432291666667;23,0496875;2,26333333333333;0;0;25;25;2,5;0,86;0,86;0;0;0;106,25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56,25;0;0;0;0;0;0;0;0;0;9,38984374999999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51,96875;0;0;0;0;0;0;"28/03/2022";"21320";"Civry-en-Montagne";"21";"Bourgogne";"Bourgogne-Franche-Comté";4,59964333317219;47,2836394991539;"2_Agricole";"21_Agricole ouvert";"OS_214";NA;NA;28;14;325;136;497;42;461;NA;40,1;23,9051818847656;23,1851818847656;23,1851818847656;9,66;2,40075021982193;2,40075021982193;6;7,64;7,64;"Limons, argiles, sables, C, N et MO en g/kg";25;0;0;2,89765625;0;0
"TIDM_JEU_GC_432";"TIDM_JEU_GC_432";"Pro’Dij";"2022";"TB";"TB";256,25;48,2375;0;0;68,75;187,5;0;0;0;28,29375;19,94375;0;6;50;175;31,25;7,69042207792206;34,1626318993507;6,38444602272727;0;0;6,25;43,75;2,25;0,97;0,97;0;0;0;181,25;0;0;0;0;6,25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;68,75;0;0;0;0;0;0;0;0;0;18,8835227272727;0;0;0;0;1,06022727272728;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28,29375;0;0;0;0;0;0;"28/03/2022";"21320";"Civry-en-Montagne";"21";"Bourgogne";"Bourgogne-Franche-Comté";4,5964126673186;47,2804371694808;"2_Agricole";"21_Agricole ouvert";"OS_214";NA;NA;28;17;346;142;467;45;488;NA;38,7;22,5144147872925;22,3944147872925;22,3944147872925;9,89;2,26443603634834;2,26443603634834;1;7,13;7,13;"Limons, argiles, sables, C, N et MO en g/kg";0;0;0;0;0;0
"TIDM_JEU_GC_433";"TIDM_JEU_GC_433";"Pro’Dij";"2022";"TB";"TB";262,5;64,2;0;0;87,5;175;0;0;0;41,725;22,475;0;6;68,75;168,75;25;20,6059895833333;40,4723090277778;3,12170138888889;0;0;18,75;50;3;1,92;0,96;0;0;0;87,5;0;0;0;18,75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;87,5;0;0;0;0;0;0;0;0;0;11,3099652777778;0;0;0;2,49583333333333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41,725;0;0;0;0;0;0;"22/03/2022";"21320";"Civry-en-Montagne";"21";"Bourgogne";"Bourgogne-Franche-Comté";4,59946873646113;47,2758960839142;"2_Agricole";"21_Agricole ouvert";"OS_214";"oui";"non";17;94;415;107;367;111;522;NA;54,7;41,1933708190918;31,5933708190918;31,5933708190918;9,61;3,28629076480865;3,28629076480865;80;7,96;7,96;"Limons, argiles, sables, C, N et MO en g/kg";68,75;0;0;8,66920138888889;0;0
"TIDM_JEU_GC_434";"TIDM_JEU_GC_434";"Pro’Dij";"2022";"TB";"TB";150;32,03125;0;0;56,25;93,75;0;0;0;23,74375;8,2875;0;6;31,25;100;18,75;7,284375;17,4947916666667;7,25208333333333;0;0;12,5;18,75;2,5;1,5;0,95;0;0;0;62,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56,25;0;0;0;0;0;0;0;0;0;5,05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23,74375;0;0;0;0;0;0;"23/03/2022";"21320";"Créancey";"21";"Bourgogne";"Bourgogne-Franche-Comté";4,59311649975579;47,2777201636168;"2_Agricole";"21_Agricole ouvert";"OS_214";"oui";"oui";34;61;335;132;438;95;467;NA;47,7;34,8699808120728;27,5499808120728;27,5499808120728;9,95;2,76767015457153;2,76767015457153;61;7,99;7,99;"Limons, argiles, sables, C, N et MO en g/kg";31,25;0;0;3,2375;0;0
"TIDM_JEU_GC_435";"TIDM_JEU_GC_435";"Pro’Dij";"2022";"TB";"TB";306,25;50,7125;0;0;56,25;250;0;0;0;26,225;24,4875;0;6;50;193,75;62,5;4,97517857142857;31,6588988095238;14,0784226190476;0;0;0;50;3;1,3;0,82;0;0;0;150;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56,25;0;0;0;0;0;0;0;15,182380952381;0;0;0;9,30511904761906;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26,225;0;0;0;0;"22/03/2022";"21320";"Créancey";"21";"Bourgogne";"Bourgogne-Franche-Comté";4,59119547433158;47,2757606539309;"2_Agricole";"21_Agricole ouvert";"OS_214";"oui";"non";26;56;485;135;298;82;620;NA;78,7;50,1761722564697;45,4961722564697;45,4961722564697;10;4,54772531986237;4,54772531986237;39;7,91;7,91;"Limons, argiles, sables, C, N et MO en g/kg";0;0;0;0;0;0
"TIDM_JEU_GC_436";"TIDM_JEU_GC_436";"Pro’Dij";"2022";"TB";"TB";131,25;52,5475;0;0;25;106,25;0;0;0;40,925;11,6225;0;6;37,5;37,5;56,25;32,434375;4,1213125;15,9918125;0;0;12,5;25;2;0,65;0,65;0;0;0;106,25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;11,6225;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40,925;0;0;0;0;0;0;"23/03/2022";"21320";"Civry-en-Montagne";"21";"Bourgogne";"Bourgogne-Franche-Comté";4,60084641324424;47,2817109661969;"2_Agricole";"21_Agricole ouvert";"OS_214";"oui";"oui";36;230;235;86;413;266;321;NA;54,1;65,735068321228;31,295068321228;31,295068321228;9,21;3,39613050222397;3,39613050222397;287;8,01;8,01;"Limons, argiles, sables, C, N et MO en g/kg";0;0;0;0;0;0
"TIDM_JEU_GC_437";"TIDM_JEU_GC_437";"Pro’Dij";"2022";"TB";"TB";231,25;39,70625;0;0;37,5;193,75;0;0;0;14;25,70625;0;6;68,75;118,75;43,75;11,6553952991453;22,0175080128205;6,03334668803419;0;0;6,25;62,5;2,25;0,92;0,92;0;0;0;168,75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37,5;0;0;0;0;0;0;0;0;0;22,1242521367521;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;"21/03/2022";"21320";"Créancey";"21";"Bourgogne";"Bourgogne-Franche-Comté";4,58888583051432;47,2780896694141;"2_Agricole";"21_Agricole ouvert";"OS_214";"oui";"oui";40;16;359;170;415;56;529;NA;38,1;22,2405576705933;22,0005576705933;22,0005576705933;10,1;2,17783778905869;2,17783778905869;2;7,07;7,07;"Limons, argiles, sables, C, N et MO en g/kg";25;0;0;3,58199786324786;0;0
"TIDM_JEU_GC_438";"TIDM_JEU_GC_438";"Pro’Dij";"2022";"TB";"TB";256,25;69,475;0;0;75;181,25;0;0;0;53,00625;16,46875;0;6;112,5;106,25;37,5;39,5130208333333;21,84609375;8,11588541666667;0;0;37,5;75;3,25;1,22;0,77;0;0;0;131,25;0;0;18,75;18,75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;75;0;0;0;0;0;0;0;0;0;11,6973958333333;0;0;1,53958333333333;1,95;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53,00625;0;0;0;0;0;0;"23/03/2022";"21320";"Créancey";"21";"Bourgogne";"Bourgogne-Franche-Comté";4,59314850032752;47,2747086710358;"2_Agricole";"21_Agricole ouvert";"OS_214";"oui";"oui";22;51;383;131;413;73;514;NA;48,6;33,2331275939941;28,0731275939941;28,0731275939941;9,9;2,83497214317322;2,83497214317322;43;7,98;7,98;"Limons, argiles, sables, C, N et MO en g/kg";12,5;0;0;1,28177083333333;0;0
"TIDM_JEU_GC_439";"TIDM_JEU_GC_439";"Pro’Dij";"2022";"TB";"TB";168,75;37,94375;0;0;37,5;131,25;0;0;0;17,3;20,64375;0;6;50;93,75;25;7,8;26,284375;3,859375;0;0;0;50;1,75;1,16;0,73;0;0;0;118,75;0;0;0;12,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37,5;0;0;0;0;0;0;0;18,58125;0;0;0;2,0625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17,3;0;0;0;0;"22/03/2022";"21320";"Créancey";"21";"Bourgogne";"Bourgogne-Franche-Comté";4,59241361229387;47,2731901780076;"2_Agricole";"21_Agricole ouvert";"OS_214";"oui";"oui";47;265;284;99;305;312;383;NA;54,7;71,7247152328491;31,6447152328491;31,6447152328491;9,61;3,29169929027557;3,29169929027557;334;8,03;8,03;"Limons, argiles, sables, C, N et MO en g/kg";0;0;0;0;0;0
"TIDM_JEU_GC_440";"TIDM_JEU_GC_440";"Pro’Dij";"2022";"TB";"TB";450;67,23125;0;0;62,5;387,5;0;0;0;31,425;35,80625;0;6;62,5;275;112,5;6,19839567869996;50,6202552153621;10,4125991059379;0;0;0;62,5;2;0,72;0,72;0;0;0;381,25;0;0;6,25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62,5;0;0;0;0;0;0;0;35,3407894736842;0;0;0,46546052631579;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31,425;0;0;0;0;"28/03/2022";"21320";"Civry-en-Montagne";"21";"Bourgogne";"Bourgogne-Franche-Comté";4,60761549953188;47,2843361624264;"2_Agricole";"21_Agricole ouvert";"OS_214";"oui";"oui";31;151;242;94;482;182;336;NA;49,5;49,2269992828369;28,5869992828369;28,5869992828369;9,64;2,96618282794952;2,96618282794952;172;8,1;8,1;"Limons, argiles, sables, C, N et MO en g/kg";0;0;0;0;0;0
"TIDM_JEU_GC_441";"TIDM_JEU_GC_441";"Pro’Dij";"2022";"TB";"TB";268,75;50,04375;0;0;43,75;225;0;0;0;27,06875;22,975;0;6;37,5;143,75;87,5;8,62833333333334;20,6082291666667;20,8071875;0;0;12,5;25;1,75;0,44;0,44;0;0;0;225;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43,75;0;0;0;0;0;0;0;0;0;22,975;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27,06875;0;0;0;0;0;0;"28/03/2022";"21320";"Civry-en-Montagne";"21";"Bourgogne";"Bourgogne-Franche-Comté";4,60414149945358;47,2821511650293;"2_Agricole";"21_Agricole ouvert";"OS_214";"oui";"oui";24;126;278;118;454;150;396;NA;48,2;42,6354837417603;27,8754837417603;27,8754837417603;9,1;3,06265383958817;3,06265383958817;123;8,11;8,11;"Limons, argiles, sables, C, N et MO en g/kg";0;0;0;0;0;0
"TIDM_JEU_GC_442";"TIDM_JEU_GC_442";"Pro’Dij";"2022";"TB";"TB";312,5;58,9625;0;0;12,5;300;0;0;0;16,9375;42,025;0;6;156,25;100;56,25;29,4064369658119;21,7512553418803;7,8048076923077;0;0;6,25;150;1,75;1,2;0,76;0;0;0;275;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12,5;0;0;0;0;0;0;0;0;0;38,3451923076923;0;0;0;3,67980769230769;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16,9375;0;0;0;0;0;0;"23/03/2022";"21320";"Civry-en-Montagne";"21";"Bourgogne";"Bourgogne-Franche-Comté";4,60258477502257;47,2796620749055;"2_Agricole";"21_Agricole ouvert";"OS_214";"oui";"oui";36;124;348;103;389;160;451;NA;80,5;62,1415376663208;46,5415376663208;46,5415376663208;10;4,6561461687088;4,6561461687088;130;7,96;7,96;"Limons, argiles, sables, C, N et MO en g/kg";0;0;0;0;0;0
"TIDM_JEU_GC_443";"TIDM_JEU_GC_443";"Pro’Dij";"2022";"TB";"TB";506,25;121,15625;0;0;243,75;262,5;0;0;0;91,3125;29,84375;0;6;68,75;356,25;81,25;12,4983258928571;89,8111359126983;18,8467881944444;0;0;12,5;56,25;2,25;0,95;0,95;0;0;0;250;0;0;0;12,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;243,75;0;0;0;0;0;0;0;0;0;27,9806547619047;0;0;0;1,86309523809524;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;91,3125;0;0;0;0;0;0;"21/03/2022";"21320";"Créancey";"21";"Bourgogne";"Bourgogne-Franche-Comté";4,58907316622235;47,277529665137;"2_Agricole";"21_Agricole ouvert";"OS_214";"non";"non";35;17;311;145;492;52;456;NA;40,2;23,5809206962585;23,2209206962585;23,2209206962585;9,48;2,448810338974;2,448810338974;3;7,33;7,33;"Limons, argiles, sables, C, N et MO en g/kg";0;0;0;0;0;0
"TIDM_JEU_GC_444";"TIDM_JEU_GC_444";"Pro’Dij";"2022";"TB";"TB";125;31,61875;0;0;18,75;106,25;0;0;0;15,84375;15,775;0;6;37,5;18,75;68,75;12,4875;1,50625;17,625;0;0;6,25;31,25;1,5;0,92;0,92;0;0;0;106,25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18,75;0;0;0;0;0;0;0;15,775;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15,84375;0;0;0;0;"24/03/2022";"21320";"Civry-en-Montagne";"21";"Bourgogne";"Bourgogne-Franche-Comté";4,59314980180037;47,2834205643737;"2_Agricole";"21_Agricole ouvert";"OS_214";"oui";"oui";54;362;243;87;254;416;330;NA;77,8;97,5499534606934;44,9899534606934;44,9899534606934;9,49;4,73897516727448;4,73897516727448;438;8,05;8,05;"Limons, argiles, sables, C, N et MO en g/kg";0;0;0;0;0;0
"TIDM_JEU_GC_445";"TIDM_JEU_GC_445";"Pro’Dij";"2022";"TB";"TB";625;141,38125;0;0;181,25;443,75;0;0;0;103,7625;37,61875;0;6;118,75;437,5;68,75;39,5734603605935;95,5374771394064;6,2703125;0;0;50;68,75;2,5;1,44;0,91;0;0;0;368,75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;181,25;0;0;0;0;0;0;0;0;0;31,6774456521739;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;103,7625;0;0;0;0;0;0;"22/03/2022";"21320";"Civry-en-Montagne";"21";"Bourgogne";"Bourgogne-Franche-Comté";4,59784016602856;47,2771263311721;"2_Agricole";"21_Agricole ouvert";"OS_214";"oui";"non";15;176;387;87;335;191;474;NA;67,6;57,6768493652344;39,0768493652344;39,0768493652344;9,2;4,2497444152832;4,2497444152832;155;8,02;8,02;"Limons, argiles, sables, C, N et MO en g/kg";75;0;0;5,94130434782608;0;0
"TIDM_JEU_GC_446";"TIDM_JEU_GC_446";"Pro’Dij";"2022";"TB";"TB";181,25;54,41875;0;0;131,25;50;0;0;0;49,2125;5,20625;0;6;37,5;125;18,75;6,8375;42,51875;5,0625;0;0;6,25;31,25;2,25;0,72;0,72;0;0;0;43,75;0;0;6,25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;131,25;0;0;0;0;0;0;0;0;0;4,865625;0;0;0,340625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49,2125;0;0;0;0;0;0;"25/03/2022";"21320";"Civry-en-Montagne";"21";"Bourgogne";"Bourgogne-Franche-Comté";4,60061083369056;47,2880026693251;"2_Agricole";"21_Agricole ouvert";"OS_214";"oui";"non";24;60;342;116;458;84;458;NA;50;36,3356065750122;28,8956065750122;28,8956065750122;8,95;3,2280421257019;3,2280421257019;62;8,02;8,02;"Limons, argiles, sables, C, N et MO en g/kg";0;0;0;0;0;0
"TIDM_JEU_GC_447";"TIDM_JEU_GC_447";"Pro’Dij";"2022";"TB";"TB";112,5;61,39375;0;0;56,25;56,25;0;0;0;55,0375;6,35625;0;6;50;31,25;31,25;24,496875;6,878125;30,01875;0;0;18,75;31,25;2;0,92;0,92;0;0;0;56,25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56,25;0;0;0;0;0;0;0;0;0;6,35625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55,0375;0;0;0;0;0;0;"21/03/2022";"21320";"Créancey";"21";"Bourgogne";"Bourgogne-Franche-Comté";4,59094313540188;47,2785426738201;"2_Agricole";"21_Agricole ouvert";"OS_214";"oui";"oui";28;38;450;130;354;66;580;NA;50,2;32,5996708869934;28,9996708869934;28,9996708869934;9,51;3,04865330457687;3,04865330457687;30;7,99;7,99;"Limons, argiles, sables, C, N et MO en g/kg";0;0;0;0;0;0
"TIDM_JEU_GC_448";"TIDM_JEU_GC_448";"Pro’Dij";"2022";"TB";"TB";168,75;49,01875;0;0;93,75;75;0;0;0;43,7;5,31875;0;6;25;118,75;25;4,48854166666667;36,0489583333333;8,48124999999999;0;0;6,25;18,75;2;0,99;0,99;0;0;0;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;93,75;0;0;0;0;0;0;0;0;0;5,31875;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43,7;0;0;0;0;0;0;"21/03/2022";"21320";"Créancey";"21";"Bourgogne";"Bourgogne-Franche-Comté";4,58890349976279;47,276934004126;"2_Agricole";"21_Agricole ouvert";"OS_214";"non";"non";39;64;371;141;385;103;512;NA;41,4;29,5618343353271;23,9218343353271;23,9218343353271;9,52;2,5122058391571;2,5122058391571;47;8,02;8,02;"Limons, argiles, sables, C, N et MO en g/kg";0;0;0;0;0;0
"TIDM_JEU_GC_449";"TIDM_JEU_GC_449";"Pro’Dij";"2022";"TB";"TB";218,75;44,75;0;0;118,75;100;0;0;0;36,2875;8,4625;0;6;56,25;143,75;18,75;9,5124751984127;33,1696676587302;2,06785714285714;0;0;12,5;43,75;2;1,55;0,98;0;0;0;81,25;0;0;18,75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;118,75;0;0;0;0;0;0;0;0;0;7,4921875;0;0;0,9703125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36,2875;0;0;0;0;0;0;"25/03/2022";"21320";"Civry-en-Montagne";"21";"Bourgogne";"Bourgogne-Franche-Comté";4,60406952745924;47,2879048075563;"2_Agricole";"21_Agricole ouvert";"OS_214";"oui";"non";30;36;303;127;504;66;430;NA;48,3;32,1005082130432;27,9005082130432;27,9005082130432;9,21;3,03046405315399;3,03046405315399;35;8,02;8,02;"Limons, argiles, sables, C, N et MO en g/kg";0;0;0;0;0;0
"TIDM_JEU_GC_450";"TIDM_JEU_GC_450";"Pro’Dij";"2022";"TB";"TB";237,5;54,03125;0;0;150;87,5;0;0;0;46,9625;7,06875;0;6;37,5;187,5;12,5;5,67604166666668;47,4635416666667;0,891666666666667;0;0;6,25;31,25;2;0,44;0,44;0;0;0;87,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;0;0;0;0;0;0;0;0;0;7,06875;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46,9625;0;0;0;0;0;0;"21/03/2022";"21320";"Créancey";"21";"Bourgogne";"Bourgogne-Franche-Comté";4,58943854161516;47,2742123428551;"2_Agricole";"21_Agricole ouvert";"OS_214";"non";"non";47;105;288;128;432;152;416;NA;45,2;36,1926436424255;26,1126436424255;26,1126436424255;9,57;2,72891342639923;2,72891342639923;84;8,08;8,08;"Limons, argiles, sables, C, N et MO en g/kg";0;0;0;0;0;0
"TIDM_JEU_GC_451";"TIDM_JEU_GC_451";"Pro’Dij";"2022";"TB";"TB";312,5;49,08125;0;0;43,75;268,75;0;0;0;25,425;23,65625;0;6;62,5;187,5;62,5;5,86458333333333;28,56375;14,6529166666667;0;0;0;62,5;2;0,67;0,42;0;0;0;262,5;0;0;0;6,25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43,75;0;0;0;0;0;0;0;0;0;23,1254166666667;0;0;0;0,530833333333332;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25,425;0;0;0;0;0;0;"28/03/2022";"21320";"Civry-en-Montagne";"21";"Bourgogne";"Bourgogne-Franche-Comté";4,60372083373874;47,2843473346724;"2_Agricole";"21_Agricole ouvert";"OS_214";"oui";"non";28;19;388;143;422;47;531;NA;48;28,5811853408813;27,7411853408813;27,7411853408813;9,23;3,0060750246048;3,0060750246048;7;7,53;7,53;"Limons, argiles, sables, C, N et MO en g/kg";0;0;0;0;0;0
